Cubic_capacity;Number_of_cylinders;Number_of_valves;Max_power;Max_torque;Compression_rate;Kerb_weight;Gasoline;Diesel;Gasoline_Electric;Diesel_Electric;Direct;Indirect;Turbocharger;Biturbo;Compressor;Naturally_aspirated;Manual;Automatic;AWD;FWD;RWD;FCU;FCH;FCM
1499;4;16;109;143;10,5;1205;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;8,2;5,4;6,4
1590;4;16;117;154;11;1235;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,3;4,6;5,6
1798;4;16;143;175;10,5;1325;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;10,9;6,2;7,9
1798;4;16;143;175;10,5;1295;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;10,4;6,1;7,7
1798;4;16;116;300;14,9;1360;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,5;4,4;5,2
1968;4;16;140;310;18;1400;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;8,5;5,2;6,4
1998;4;16;150;195;10;1355;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;9,7;6,3;7,5
2268;4;16;150;380;14,9;1585;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;9,6;6,2;7,3
2268;4;16;150;380;14,9;1565;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;9,2;5,8;7
3799;4;24;485;588;9;1740;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;18,3;9,1;12,4
3799;4;24;530;612;9;1740;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;18,3;9,1;12,4
3799;4;24;550;632;9;1740;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;17;8,8;11,8
1598;4;16;117;158;10,7;1213;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;8,3;5,2;6,3
1598;4;16;117;158;10,7;1172;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,7;5,1;6
1618;4;16;190;240;9,5;1425;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;10,2;6;7,6
1618;4;16;190;240;9,5;1286;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;9,1;5,6;6,9
1461;4;8;110;240;15,2;1220;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,9;4,3;4,9
2488;4;16;190;450;15;2140;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;12;7,3;9
2488;4;16;190;450;15;2060;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;11;7,3;8,7
2991;6;24;231;550;16;2185;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;12,4;7,7;9,5
1197;4;16;115;190;10;1250;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;6,9;4,9;5,8
1461;4;8;110;260;15,5;1285;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,2;3,6;3,8
1598;4;16;130;320;15,4;1380;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;5,3;4,2;4,6
1598;4;16;130;320;15,4;1435;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;5,6;4,5;4,9
1598;4;16;130;320;15,4;1340;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,2;3,9;4,4
1997;4;16;141;196;10,2;1514;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;10,8;7,2;8,5
1997;4;16;141;196;10,2;1482;1;0;0;0;0;1;0;0;0;1;1;0;1;0;0;11,1;7,3;8,7
1997;4;16;141;196;10,2;1482;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;11,1;7,3;8,7
2488;4;16;169;233;9,6;1565;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;12;7,7;9,3
2488;4;16;169;233;9,6;1544;1;0;0;0;0;1;0;0;0;1;1;0;1;0;0;13;7,7;9,6
1995;4;16;150;320;15,6;1637;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;10,5;6,7;8,1
1995;4;16;150;320;15,6;1625;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;8,7;6,2;7,1
1995;4;16;150;320;15,6;1625;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;8,7;6,2;7,1
1229;4;16;70;115;10,5;1086;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;6,5;4,2;5
1398;4;16;100;130;10,5;1120;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;6,6;4,2;5,1
1364;4;16;120;200;9,5;1293;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;7,9;4,7;5,9
1364;4;16;120;200;9,5;1293;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;7,1;4,6;5,5
1364;4;16;140;200;9,5;1353;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;9,1;5,3;6,7
1364;4;16;140;200;9,5;1308;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;7,9;4,7;5,9
1364;4;16;140;200;9,5;1308;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;7,1;4,6;5,5
1398;4;16;87;130;10,5;1288;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,2;4,5;5,5
1398;4;8;100;130;10,5;1288;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,2;4,5;5,5
1598;4;16;115;155;10,8;1343;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;9,8;5,6;7,1
1598;4;16;115;155;10,8;1308;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;8,3;5,1;6,3
1598;4;16;180;230;8,8;1403;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;9,9;5,6;7,2
1598;4;16;180;230;8,8;1390;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;8,8;5,6;6,8
1248;4;16;95;190;16,8;1293;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,9;3,5;3,9
1686;4;16;110;260;18;1418;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,4;4;4,5
1686;4;16;110;260;18;1403;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,5;3,4;3,7
1686;4;16;125;280;18;1418;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,4;4;4,5
1686;4;16;130;300;18;1403;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,5;3,4;3,7
1956;4;16;160;350;16,5;1490;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;7,9;4,6;5,8
1956;4;16;160;350;16,5;1418;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,4;4;4,5
1956;4;16;165;350;16,5;1490;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;7,9;4,6;5,8
1956;4;16;165;350;16,5;1418;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,4;4;4,5
1956;4;16;195;400;16,5;1418;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;6,2;4,4;5,1
998;3;12;60;88;10,5;1045;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,3;4,6;5,6
998;3;12;65;90;10,5;1045;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;6,3;4,2;5
1229;4;16;70;115;10,5;1030;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;6,4;4,3;5,1
1229;4;16;80;110;10,5;1060;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;7,6;4,6;5,7
1229;4;16;80;110;10,5;1060;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,7;4,7;5,8
1229;4;16;85;115;10,5;1060;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;6,5;4,2;5,1
1229;4;16;85;115;10,5;1060;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;6,9;4,4;5,3
1364;4;16;90;125;10,5;1088;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;8,5;5,3;6,5
1364;4;16;90;125;10,5;1063;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,7;4,7;5,8
1364;4;16;100;130;10,5;1088;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;7,7;4,8;5,9
1364;4;16;100;130;10,5;1063;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7;4,6;5,5
1364;4;16;120;175;9,5;1040;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;6,6;4,5;5,3
1598;4;16;150;210;8,8;1245;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;10,5;6,4;7,9
1598;4;16;192;230;8,8;1178;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;9,8;5,9;7,3
1598;4;16;210;280;8,8;1178;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;10,2;6,1;7,6
1248;4;16;75;170;18;1135;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,7;3,8;4,5
1248;4;16;75;170;18;1135;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,8;3,9;4,6
1248;4;16;90;200;18;1165;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,3;4,1;4,9
1248;4;16;95;190;18;1105;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,5;3,1;3,6
1686;4;16;125;280;18;1178;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,2;4;4,8
1364;4;16;140;200;9,5;1470;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;7,5;4,7;5,7
1598;4;16;115;155;10,8;1403;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;10,3;5,7;7,4
1598;4;16;170;260;10,5;1513;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;9,1;5,2;6,6
1598;4;16;170;260;10,5;1471;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;7,5;5;5,9
1598;4;16;180;230;8,8;1470;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;9,7;5,4;7
1796;4;16;140;175;10,5;1403;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;10,5;5,9;7,6
1998;4;16;220;350;9,3;1555;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;13,6;6,8;9,3
1998;4;16;220;350;9,3;1555;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;12,8;6,3;8,7
1998;4;16;220;350;9,3;1633;1;0;0;0;0;1;1;0;0;0;1;0;1;0;0;12,6;6,8;8,9
1998;4;16;220;350;9,3;1513;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;12,1;6,2;8,4
2792;6;24;260;350;9,5;1735;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;16,6;7,7;11
2792;6;24;260;350;9,5;1710;1;0;0;0;0;1;1;0;0;0;1;0;1;0;0;16,2;7,8;10,9
2792;6;24;325;435;9,5;1710;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;16,1;7,5;10,7
2792;6;24;325;435;9,5;1710;1;0;0;0;0;1;1;0;0;0;1;0;1;0;0;15,8;7,6;10,6
1956;4;16;110;260;16,5;1513;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,4;4,2;5
1956;4;16;120;300;16,5;1513;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,5;3,2;3,7
1956;4;16;130;300;16,5;1555;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;7,5;4,5;5,6
1956;4;16;130;300;16,5;1513;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;7,6;4,8;5,8
1956;4;16;130;300;16,5;1513;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,3;4;4,9
1956;4;16;130;300;16,5;1513;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,3;3,9;4,4
1956;4;16;140;350;16,5;1513;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,5;3,2;3,7
1956;4;16;160;350;16,5;1710;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;8,7;5;6,4
1956;4;16;160;350;16,5;1555;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;7,9;4,3;5,7
1956;4;16;160;350;16,5;1710;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;8,7;5;6,4
1956;4;16;160;350;16,5;1513;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;7,6;4,8;5,8
1956;4;16;160;350;16,5;1513;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,3;4;4,9
1956;4;16;160;350;16,5;1513;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,4;3,7;4,3
1956;4;16;195;400;16,5;1710;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;8,4;5,2;6,4
1956;4;16;195;400;16,5;1555;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;7,9;4,7;5,9
1956;4;16;195;400;16,5;1710;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;6,6;4,8;5,4
1956;4;16;195;400;16,5;1513;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;6,1;4,2;4,9
1364;4;16;120;175;9,5;1320;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;8;5;6,1
1364;4;16;120;175;9,5;1320;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;7,2;4,8;5,7
1364;4;16;140;200;9,5;1320;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;9,6;5,8;7,2
1364;4;16;140;200;9,5;1320;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;8,8;5,4;6,7
1398;4;16;100;130;10,5;1285;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;6,9;5;5,7
1248;4;16;95;180;16,8;1360;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,7;4,1;4,7
1686;4;16;100;260;18;1430;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;8,6;5,1;6,4
1686;4;16;110;280;16,5;1430;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;7,9;5;6,1
1686;4;16;110;280;16,5;1360;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,4;4,5;5,2
1686;4;16;130;300;16,5;1360;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,4;4,5;5,2
1364;4;16;140;200;9,5;1425;1;0;0;0;0;1;1;0;0;0;1;0;1;0;0;8;5,5;6,4
1598;4;16;115;155;10,8;1335;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;8,4;5,4;6,5
1696;4;16;130;300;16,5;1432;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;6,7;4,7;5,5
1696;4;16;130;300;16,5;1490;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;6,2;4,4;5,1
1696;4;16;130;300;16,5;1429;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,8;4,1;4,7
1364;4;16;120;200;9,5;1513;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;8,1;5,3;6,3
1364;4;16;140;200;9,5;1533;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;9,7;5,8;7,2
1364;4;16;140;200;9,5;1513;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;8,1;5,3;6,3
1956;4;16;130;300;16,5;1633;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,4;4,5;5,2
1956;4;16;165;350;16,5;1718;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;9;4,9;6
1956;4;16;165;350;16,5;1703;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,2;4,6;5,2
998;3;12;68;93;10,5;800;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;5,5;4,1;4,6
998;3;12;68;93;10,5;765;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;5,5;4,1;4,6
999;3;12;68;95;11;960;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;5,1;3,8;4,4
1199;3;12;82;118;11;975;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;5,5;3,9;4,5
1199;3;12;110;205;11;975;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;5,8;3,9;4,6
1397;4;16;95;136;11;1030;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,5;4,5;5,6
1598;4;16;120;160;10,5;1095;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;9,8;4,9;6,7
1598;4;16;156;260;10,5;1090;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;7,9;4,5;5,8
1598;4;16;200;275;10,5;1160;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;8,2;4,7;5,9
1598;4;16;220;160;10,5;1055;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;8,1;4,5;5,8
1397;4;8;68;160;16;1020;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;3,6;3,2;3,4
1397;4;8;68;160;16;1010;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,4;3,4;4
1560;4;8;75;230;16;1080;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,2;3;3,5
1560;4;8;92;230;16;1042;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,5;3,4;3,8
1560;4;16;115;230;16;1050;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,6;3,4;3,8
1199;3;12;82;118;11;1050;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;6,3;4,2;5
1598;4;16;120;156;11;1365;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;8,2;5,1;6,2
1598;4;16;156;240;10,5;1385;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;10,2;5,3;7,1
1598;4;16;156;240;10,5;1375;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;9;4,7;6,2
1560;4;8;112;240;16;1385;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;5,1;4;4,4
1560;4;8;112;240;16;1380;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,9;4,1;4,7
1560;4;8;115;270;16;1385;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,9;3,8;4,2
1997;4;16;163;340;16;1495;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;7,8;4,5;5,7
1997;4;16;163;340;16;1455;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,7;3,9;4,9
1997;4;16;163;300;16;1635;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0;3,7;3,5;3,6
1997;4;16;138;190;10,8;1400;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;12,3;6,6;8,6
2230;4;16;158;217;10,8;1450;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;13;7,5;9,5
2230;4;16;158;217;10,8;1430;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;12,5;7,2;8,1
2230;4;16;160;217;10,8;1450;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;13;7,5;9,5
2230;4;16;160;217;10,8;1430;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;12,5;7,2;9,1
2230;4;16;163;220;10,8;1530;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;13;7,5;9,5
2230;4;16;163;220;10,8;1510;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;13;7;9,2
2946;6;24;210;258;10,9;1555;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;14,4;7,8;10,2
2946;6;24;210;285;10,9;1535;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;13,9;7,4;9,8
2946;6;24;211;290;10,9;1619;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;14,9;7,5;10,2
1997;4;16;110;250;18;1476;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;8;4,8;6
1997;4;16;110;250;18;1476;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;8;4,8;6
1997;4;16;136;320;18;1565;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;8,1;5;6,1
2179;4;16;133;314;18;1525;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;9,8;5,8;7,2
2179;4;16;133;314;18;1510;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;8,8;5,4;6,6
2179;4;16;136;317;18;1525;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;9,8;5,8;7,2
2179;4;16;136;317;18;1510;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;8,9;5,5;6,7
2179;4;16;170;370;18;1595;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;8,6;5,3;6,4
2720;6;24;204;440;17,3;1698;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;11,6;6,6;8,4
1199;3;12;82;118;11;1020;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;6;4,3;4,9
1598;4;16;120;160;10,5;1055;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,7;4,8;5,9
1560;4;8;92;230;16;1135;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,7;3,6;4
1560;4;16;115;230;16;1155;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,7;3,6;4
1598;4;16;120;160;11;1374;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;9,2;5,3;6,7
1598;4;16;156;240;11;1455;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;10,7;6;7,7
1598;4;16;156;240;11;1434;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;9,3;5,5;6,9
1560;4;16;115;270;18;1398;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;4,5;4;4,2
1560;4;16;115;270;18;1396;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,8;4,2;4,8
1997;4;16;150;340;16;1504;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,8;4,5;5,3
1997;4;16;163;300;16;1635;0;0;0;1;1;0;1;0;0;0;1;0;0;1;0;3,7;3,1;3,6
1598;4;16;120;160;11;1380;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;9,4;5,5;6,9
1598;4;16;156;240;11;1515;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;10,5;5,9;7,6
1598;4;16;156;240;11;1435;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;9,3;5,5;6,9
1560;4;16;115;270;18;1445;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;4,8;4;4,3
1997;4;16;150;340;16;1538;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,7;4,5;5,3
1197;4;16;120;205;9,8;980;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;6,6;4,4;5,2
1618;4;16;200;240;9,5;1204;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;8,1;5,1;6,3
1598;4;16;110;151;9,8;1253;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;8,9;5,5;6,8
1461;4;8;90;200;15,2;1290;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,3;4;4,4
1461;4;8;110;240;15,2;1333;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;5,2;4;4,4
1461;4;8;110;240;15,2;1307;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,6;4;4,6
1598;4;16;130;320;15,5;1349;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,7;3,9;4,6
1461;4;8;70;180;18,8;1364;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,4;4,6;4,9
1461;4;8;75;185;18,8;1364;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,9;4,8;5,2
1461;4;8;85;200;18,8;1364;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,9;5;5,3
1461;4;8;90;200;18,8;1364;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,4;4,6;4,9
1461;4;8;105;240;18,8;1405;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,2;4,8;5,3
2488;4;16;170;226;9,6;1597;1;0;0;0;0;1;0;0;0;1;1;0;1;0;0;13;7,7;9,6
2488;4;16;170;226;9,6;1539;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;12,8;7,9;9,6
1995;4;16;150;320;15,6;1684;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;10,1;6,8;7,9
1995;4;16;150;320;15,6;1630;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;9,1;6,3;7,3
1995;4;16;150;320;15,6;1624;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;8,8;6;6,8
1598;4;16;110;151;10;1330;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;10,4;6,3;7,6
1997;4;16;140;195;10,2;1344;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;10,7;6,3;7,9
1997;4;16;170;270;9,5;1442;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;13;6,6;8,9
1998;4;16;205;300;9,5;1447;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;11,5;6,5;8,2
1461;4;16;110;240;15,6;1361;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,1;4,5;5,1
1995;4;16;130;320;16;1455;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;7,8;5,1;6
1995;4;16;150;340;16;1511;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;9,5;5,5;6,8
1995;4;16;150;340;16;1455;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;7,2;4,4;5,3
1995;4;16;175;380;16;1511;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;8,6;5,4;6,5
1995;4;16;180;400;16;1514;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;8,1;5,3;6,2
1997;4;16;170;270;9,5;1455;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;13;6,5;8,8
1998;4;16;205;300;9,5;1403;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;11,5;6,5;8,2
3498;6;32;240;330;10,3;1497;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;15;7,4;10
1461;4;16;110;240;15,6;1388;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,9;3,7;4,2
1995;4;16;150;340;16;1514;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;9,6;5,6;7
1995;4;16;150;340;16;1482;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;7,3;4,6;5,4
1995;4;16;175;380;16;1494;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;7,5;4,9;5,7
1995;4;16;180;400;16;1514;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;8,8;5,5;6,5
2993;6;24;235;450;16;1605;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;10,6;5,7;7,2
1397;4;16;130;190;9,1;1180;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;8,4;5,1;6,3
1598;4;16;100;148;9,8;1180;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;9;5,5;6,7
1598;4;16;110;151;10;1190;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;9,2;5,5;6,9
1997;4;16;140;195;10,2;1256;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;10,2;6,1;7,6
1998;4;16;180;300;9,3;1301;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;10,9;5,9;7,7
1998;4;16;190;300;9,3;1301;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;9,5;5,6;7
1461;4;16;90;200;15,2;1190;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,3;4;4,5
1461;4;16;110;240;18,8;1190;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;5,3;3,9;4,4
1461;4;16;110;240;18,8;1190;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,1;4;4,4
1461;4;16;110;260;15,3;1190;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;3,8;3,2;3,4
1598;4;16;130;320;15,4;1295;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,8;3,7;4,1
